candidate_id,algorithm,feature_set,params,n_clusters,silhouette_score,davies_bouldin_score,calinski_harabasz_score,inertia,noise_ratio,acceptable_noise,valid_candidate,preferred_cluster_count,interpretability_rank,feature_set_rank
90,dbscan,income_spending,"{""eps"": 1.5, ""min_samples"": 3}",1,,,,,0.0,True,False,False,4,0
91,dbscan,income_spending,"{""eps"": 1.5, ""min_samples"": 4}",1,,,,,0.0,True,False,False,4,0
92,dbscan,income_spending,"{""eps"": 1.5, ""min_samples"": 5}",1,,,,,0.0,True,False,False,4,0
93,dbscan,income_spending,"{""eps"": 1.5, ""min_samples"": 8}",1,,,,,0.0,True,False,False,4,0
94,dbscan,income_spending,"{""eps"": 1.5, ""min_samples"": 10}",1,,,,,0.0,True,False,False,4,0
95,kmeans,numeric_only,"{""n_clusters"": 2, ""random_state"": 42}",2,0.33547192894004574,1.2606822880201844,107.09556673899093,389.38618895643714,0.0,True,True,False,0,1
96,kmeans,numeric_only,"{""n_clusters"": 3, ""random_state"": 42}",3,0.3579234303882264,1.032688958457893,101.52961865209923,295.4562449213557,0.0,True,True,True,0,1
97,kmeans,numeric_only,"{""n_clusters"": 4, ""random_state"": 42}",4,0.4039582785148566,0.9307956868103672,125.67639662405028,205.22514747675913,0.0,True,True,True,0,1
98,kmeans,numeric_only,"{""n_clusters"": 5, ""random_state"": 42}",5,0.40846873777345605,0.8889693268899006,123.41870976849417,169.89149793438568,0.0,True,True,True,0,1
99,kmeans,numeric_only,"{""n_clusters"": 6, ""random_state"": 42}",6,0.43106526216603014,0.8349663784782569,134.47517082663606,134.35277477401493,0.0,True,True,True,0,1
100,kmeans,numeric_only,"{""n_clusters"": 7, ""random_state"": 42}",7,0.410091114520974,0.8807554042855632,126.82586409671673,121.38935022502866,0.0,True,True,False,0,1
101,kmeans,numeric_only,"{""n_clusters"": 8, ""random_state"": 42}",8,0.3673663165322295,0.9520678468292401,117.278574406596,113.72723000071333,0.0,True,True,False,0,1
102,kmeans,numeric_only,"{""n_clusters"": 9, ""random_state"": 42}",9,0.37442148555078425,0.9181464384214872,116.3788434774396,102.13623844329251,0.0,True,True,False,0,1
103,kmeans,numeric_only,"{""n_clusters"": 10, ""random_state"": 42}",10,0.36186970479722974,0.988546927041185,115.75144314579364,92.55027231838784,0.0,True,True,False,0,1
104,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 2}",2,0.31795733680759597,1.3082962894168522,99.00066801676013,,0.0,True,True,False,1,1
105,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 2}",2,0.23302480062700373,1.7943100673642882,52.20127349838298,,0.0,True,True,False,2,1
106,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 2}",2,0.3249364218857763,1.2772508702234826,102.85657593430113,,0.0,True,True,False,3,1
107,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 2}",2,0.2513714457428386,0.5802345079935629,2.5759913336893523,,0.0,True,True,False,6,1
108,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 3}",3,0.32148866683112387,1.1277290061047862,88.10174149244529,,0.0,True,True,True,1,1
109,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 3}",3,0.28384379984299635,1.335771671970176,77.2244354018985,,0.0,True,True,True,2,1
110,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 3}",3,0.33996187294272745,1.0913265285747318,95.81444786384594,,0.0,True,True,True,3,1
111,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 3}",3,0.16112175506862975,0.5513690060337161,3.055719198200504,,0.0,True,True,True,6,1
112,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 4}",4,0.3614512741691407,1.0163821773024595,102.01939926024943,,0.0,True,True,True,1,1
